cause	post_url	km	source_key	candidates(★=現行の勝者)	caption
C4_seedとresolveの食い違い	https://www.instagram.com/p/B_uHcUJj0kF/	0.4	1010pasta	★ダイニングてんてん（3 Chome-15-14 Nukui） / BUOONO（2 Chome-18-8 Fujimidai）	栄養たっぷり！ 元気になれるアラカルトセット ¥1000(税込) #おうちでてんてん
C4_seedとresolveの食い違い	https://www.instagram.com/p/DWTBe02Euo6/	0.0	bar-fresco.jp	★大宮牡蠣Bar（仲町1-53） / Standbarfresco大宮南銀座店（さいたま市大宮区仲町1-33）	4月より営業時間を変更させて頂きます。Bar Fresco 埼玉県さいたま市大宮区仲町1-60
C4_seedとresolveの食い違い	https://www.instagram.com/p/DReAxlRk6eZ/	0.5	bifuka-kankou.com	★おかざき（美深町字東2条北2丁目） / むつみ食堂（北海道中川郡美深町大通南（字）４丁目４）	📍何か新しいことを始めたい 異業種交流会「meet UP」開催のお知らせ！
C4_seedとresolveの食い違い	https://www.instagram.com/reel/DZgyNG4ujWE/	2.0	cafe_pizza_delta	★Cafe and Pizza Delta（岐阜県美濃加茂市御門町２丁目６−６） / 美濃加茂ぼちち（岐阜県美濃加茂市太田町１９２６−２）	📍クラフトビールビアガーデン2026【美濃加茂市】人気ブルワリーが集結！
C4_seedとresolveの食い違い	https://www.instagram.com/p/DQEVm9Wj-hC/	4.2	chanpontei_koshiki	★ちゃんぽん亭コシキ（中央区今泉2-4-4） / ちゃんぽん亭 コシキ 大橋店（南区大橋2-13-9）	福岡ちゃんぽん (@chanpontei_koshiki) /【福岡市南区】「ちゃんぽん亭 コシキ 大橋店」
C4_seedとresolveの食い違い	https://www.instagram.com/p/DB1-WI7TNI1/	0.1	momo-cake.com	★西洋菓子処 もも（大分県日田市中央１丁目３−５） / Hita2989（大分県日田市中央１丁目１−１）	ちらほらと 都会ではベルの音が聞こえてくる。クリスマスの到来です。
C4_seedとresolveの食い違い	https://www.instagram.com/reel/DUCc1Yyj9kl/	4.2	chanpontei_koshiki	★ちゃんぽん亭コシキ（中央区今泉2-4-4） / ちゃんぽん亭 コシキ 大橋店（南区大橋2-13-9）	【福岡市南区】大橋の人気店「ちゃんぽん亭 コシキ 大橋店」で"冬の名作"
C4_seedとresolveの食い違い	https://www.instagram.com/p/DayxGqjkgGA/	73.6	(seed無し)	★小川屋（東加賀野井230） / 小川屋（岐阜県下呂市湯之島828）	【公式Instagram】絶品イタリアンと温泉に癒される『LA VITA e bella』コラボプラン
C5_アカウントとサイトで食い違い	https://www.instagram.com/p/Dcfu-cigW0u/	13.4	hamatarou.jp	★浜太郎・餃子センター（静岡県浜松市浜名区細江町中川９８１−２） / 生餃子無人直売所 浜太郎三和町店（中央区三和町270）	浜松餃子の浜太郎｜観光の思い出に、本当に美味しい浜松餃子を。
C5_アカウントとサイトで食い違い	https://www.instagram.com/p/DZtXGPXgWHU/	13.4	hamatarou.jp	★浜太郎・餃子センター（静岡県浜松市浜名区細江町中川９８１−２） / 生餃子無人直売所 浜太郎三和町店（中央区三和町270）	浜松餃子の浜太郎｜観光の思い出に、本当に美味しい浜松餃子を。
C5_アカウントとサイトで食い違い	https://www.instagram.com/p/DEGpAwNS1Gs/	30.4	men-bakumatsu.com	★凸凹キッチン（Komatsubara-410-1 Yukawacho） / ら～めん幕末 南紀白浜店（和歌山県西牟婁郡白浜町１３８４−５０）	らーめん幕末｜豚骨ラーメン店 御坊・田辺・白浜・海南・和歌山
C5_アカウントとサイトで食い違い	https://www.instagram.com/p/DbuekHcmtt-/	2.5	vert.cc	★Colline de Vert（2 Chome-6-5 Nishikatakura） / ヴェールの丘（東京都八王子市旭町１−１）	菓子工房 ヴェールの丘｜東京八王子
C5_アカウントとサイトで食い違い	https://www.instagram.com/p/DROHkxFE45m/	30.4	men-bakumatsu.com	★凸凹キッチン（Komatsubara-410-1 Yukawacho） / ら～めん幕末 南紀白浜店（和歌山県西牟婁郡白浜町１３８４−５０）	らーめん幕末｜豚骨ラーメン店 御坊・田辺・白浜・海南・和歌山
C5_アカウントとサイトで食い違い	https://www.instagram.com/p/DC_hgViTQTk/	30.4	men-bakumatsu.com	★凸凹キッチン（Komatsubara-410-1 Yukawacho） / ら～めん幕末 南紀白浜店（和歌山県西牟婁郡白浜町１３８４−５０）	らーめん幕末｜豚骨ラーメン店 御坊・田辺・白浜・海南・和歌山
C5_アカウントとサイトで食い違い	https://www.instagram.com/p/DWanH-ok_UK/	0.1	cacaoromance.jp	★Le Cercle（福岡県福岡市中央区浄水通５−３） / カカオロマンス（5-12 Josuidori）	福岡市中央区浄水通りのチョコレート専門店カカオロマンス
C5_アカウントとサイトで食い違い	https://www.instagram.com/p/DWpoP6wEz0M/	0.1	cacaoromance.jp	★Le Cercle（福岡県福岡市中央区浄水通５−３） / カカオロマンス（5-12 Josuidori）	福岡市中央区浄水通りのチョコレート専門店カカオロマンス
C5_アカウントとサイトで食い違い	https://www.instagram.com/p/DahTNl9gXJx/	13.4	hamatarou.jp	★浜太郎・餃子センター（静岡県浜松市浜名区細江町中川９８１−２） / 生餃子無人直売所 浜太郎三和町店（中央区三和町270）	浜松餃子の浜太郎｜観光の思い出に、本当に美味しい浜松餃子を。
